title,year,mileage,transmission,fuel,body_color,inside_color,body_status,description,body_type,volume,engine,acceleration,price
برلیانس، H230,1395,"180,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,چند لکه رنگ,ماشین روکش زیر پایی دور فرمان مانیتور تازه تعویض شده باطری با گارنتی تازه خریداری شده فنی سالم میباشد هیچ گونه تصادفی نداشته شاسی ها همه پلمپ میباشد برگه کارشناسی دارد,passenger_car,1.5 لیتر,4 سیلندر BM15L,11.6 ثانیه,"370,000,000"
پراید، صندوق دار,1386,"240,000 km",دنده ای,,نقره ای,مشکی,گلگیر تعویض,"فروش فوری
فنی سالم به شرط سلامت 
بدون آفتابسوختگی
فروش فوری",passenger_car,,,,"141,000,000"
پژو، 405,1397,"130,000 km",دنده ای,,خاکستری,کرم,چند لکه رنگ,"،شاسی های عقب و جلو پلمپ،حتی ترافیکی هم نداره
دزدگیر،ضبط و باند فابریک
بیمه تا آخر دی ماه
معاینه فنی تا برج ۴ سال بعد
دوگانه CNG مخزن بزرگ هست 
قیمت رو نسبت به بازار مناسب گذاشتم
با مشتری واقعی کنار میام",passenger_car,,,,"360,000,000"
تارا، اتوماتیک V2,1401,"64,000 km",اتوماتیک,7.3 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"همه چی مرتب
تمام مصرفی ها تعویض شده
در حد صفر
فقط نقد",passenger_car,1.6 لیتر,4 سیلندر TU5 پلاس,13 ثانیه,"750,000,000"
پژو، روآ,1387,"420,000 km",دنده ای,,خاکستری,مشکی,چند لکه رنگ,"شاسی تعویض جلو سمت شاکرد رنگ ۴ تکه بیمه ۳ ماه موتور تعمیر کامل 
کف پوش 
روکش 
دزد گیر 
باربند 
لاستیک ۹۰ درصد 
کمک عقب تعویض 
شمع وایر شمع کویل تعویض
زنجیر تایم و کپه زنجیز تایم با خورشیدی بزرگ و کوچیک تعویض
باطری نو گزاشتم گرانتی دارد 
برف پاکن نو گذاشتم 
رادیات نو گذاشتم 
دف بدون صدا 
افتاب سوختگی دارد
شیشه دودی 
پرده عقب دارد 
دور فرمان دارد 
خلاصه ۳۰ میلیون هزینه کردم ماشین خدای حرف نداره علت فروش پول رهن خانه میخوام بدم و گر نه نمیفروختم",passenger_car,,,,"110,000,000"
زامیاد، وانت نیسان,1401,"25,000 km",دنده ای,13.8 لیتر در صد کیلومتر,آبی,مشکی,بدون رنگ,"مدل اخر ۱
بیمه لاستیک مرتب 
دارای اتاق
کفی
زاپاس بند
گل پخش کن
قالپاق
پرده شیشه 
عروسک
معاوضه هم اتجام میشه",pickup,2.4 لیتر,4 سیلندر دوگانه سوز,21 ثانیه,"600,000,000"
تیبا، هاچ بک,1398,"100,000 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,نوک مدادی,بدون رنگ,"سلام
سالم و سرحال
بدون خرج
بیمه کامل
لاستیک نو
شیشه دودی 
دفیوزر و بال عقب
روکش صندلی چرم
ضبط و باند
آینه راهنمادار برقی",hatchback,1.5 لیتر,4 سیلندر M15,13 ثانیه,"335,000,000"
چری، تیگو 5,1396,"117,000 km",اتوماتیک,9 لیتر در صد کیلومتر,قهوه ای,مشکی,یک لکه رنگ,١١ ماه بیمه ثالث؛ ٤٠ میلیون خرج فنی شده جعبه فرمان ، دیسک و صفحه کلاچ ؛ تسمه تایم تعویض شده ، شاسی ها پلمپ ، یه کف دست رنگ بین دودر سمت راننده ، سند تک برگ از اول دست خودم بوده همه سرویس های دوره ای داخل نمایندگی انجام شده . ماشین کاملا سالم ؛ فروش نقدی یا تعویض با فیدلیتی کم کارکرد,crossover,2 لیتر,4 سیلندر,12/8 ثانیه,"920,000,000"
میتسوبیشی، اوتلندر,2017,"78,000 km",اتوماتیک,9.3 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"مخصوص خاص پسندان
کم کار و در حد صفر 
بدون  نقطه بسیاااااار تمیز 
به شرط کارشناسی شما",crossover,2.4 لیتر,4 سیلندر,10.5 ثانیه,"4,200,000,000"
هیوندای، توسان,2008,"300,000 km",اتوماتیک,10.9 لیتر در صد کیلومتر,بژ,کرم,کامل رنگ,"شاسی عقب کامل سالم
شاسی جلو ضربه کوچیک
 بخاطر زیبایی رنگ شده وگرنه 70 درصد ماشین بدون ضربه است سقف یه لکه کوچیک قسمت جلویی",crossover,2.7 لیتر,6 سیلندر,10.5 ثانیه,"860,000,000"
پژو، پارس,1395,"263,000 km",دنده ای,9.5 لیتر در صد کیلومتر,سفید,مشکی,گلگیر تعویض,"ماشین موتور به شرط عالی
جلو بندی به شرط بدون کوچترین سرو صدا
لاستیک چهر حلقه نو ۱۰۰ درصد
باطری نو تازه تعویض شده 
دو تاکگیر جلو رنگ 
شاسی سمت شاکرد خیلی کوچولو و جزیی داره من دست نزدم صافکار گفتن نیاز نیست نمیشه گفت ضربه",passenger_car,1.8 لیتر,4 سیلندر XU7 دوگانه سوز,13.8 ثانیه,"410,000,000"
تیبا، هاچ بک,1393,"250,000 km",دنده ای,6.9 لیتر در صد کیلومتر,نوک مدادی,طوسی,بدون رنگ,مصرفی تاره تعویض شده و سالم,hatchback,1.5 لیتر,4 سیلندر M15,13 ثانیه,"280,000,000"
کیا، اپتیما,2010,"205,000 km",اتوماتیک,9.8 لیتر در صد کیلومتر,سرمه ای,مشکی,بدون رنگ,".بیمه ۶ ماه.لاستیکها ۸۰ درصد‌.کاببن بدون دستکاری‌.دوبرگ سند
",passenger_car,2.7 لیتر,6 سیلندر,8.9 ثانیه,"1,450,000,000"
تیبا، صندوق دار,1395,"201,000 km",دنده ای,,سفید,طوسی,بدون رنگ,"خریدار واقعی تماس بگیره
بدون  تصادف",passenger_car,,,,"268,500,000"
پژو، 405,1393,"233,000 km",دنده ای,9 لیتر در صد کیلومتر,نوک مدادی,کرم,دو لکه رنگ,موتور قبل عید تعمیر شده لاستیک لنت ها شمع وایر باطری بلبرینگ همه قبل عید نو شده سرویس ها به موقع انجام شده,passenger_car,1.8 لیتر,4 سیلندر L3,11 ثانیه,"277,000,000"
پژو، 206,1387,"320,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,خاکستری,صافکاری بدون رنگ, سند دست اول,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"270,000,000"
چری، آریزو 5T,1399,"71,000 km",اتوماتیک,6.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,. بیمه تا برج ۱۱. لاستیک ۸۰ در صد .گارانتی فعال .فنی درجه یک. بدون صافکاری بدون رنگ .خط و خش جزیی .کارشناسی با شما,passenger_car,1.5 لیتر,4 سیلندر توربوشارژ,9.8 ثانیه,"930,000,000"
تیبا، هاچ بک,1396,"118,000 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,مشکی,گلگیر رنگ,,hatchback,1.5 لیتر,4 سیلندر M15,13 ثانیه,"310,000,000"
بنز، کلاس C,2006,"250,000 km",اتوماتیک,,سفید,کرم,بدون رنگ, بسیار تمیز و استثنایی - سند شخصی و غیر مزایده ای - داخل کابین و فنی بدون ایراد  - ایده ال و مناسب مصرف کننده,passenger_car,,,,"1,530,000,000"
پژو، 206,1400,"47,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,تمامی قطعات تعویض شده به همراه فاکتور.کاملا ماشین تمیز و خانگی,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"500,000,000"
هایما، 8S,1403,"9,000 km",اتوماتیک,7 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ, مشابه صفر,suv,1.6 لیتر,4 سیلندر توربوشارژ (GA16),7.8 ثانیه,"1,770,000,000"
پژو، پارس,1400,"69,000 km",دنده ای,9.1 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ, بیمه برج11,passenger_car,1.8 لیتر,4 سیلندر XU7,11 ثانیه,"515,000,000"
لیفان، 620,1390,"320,000 km",دنده ای,6.6 لیتر در صد کیلومتر,مشکی,کرم,بدون رنگ,خودرو از ایتدا تا کنون دست خودم بوده است,passenger_car,1.6 لیتر,4 سیلندر,13.5 ثانیه,"254,200,000"
کیا، سراتو,2010,"190,000 km",اتوماتیک,7.9 لیتر در صد کیلومتر,مشکی,مشکی,یک لکه رنگ,"ماشین سالم بدون خرج فنی 
موتور گیربکس به شرط نمایندگی
فول سفارش امریکا",passenger_car,2 لیتر,4 سیلندر,10.5 ثانیه,"1,220,000,000"
پراید، 131,1396,"211,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,گلگیر تعویض,"موتوریت به شرط سالم 
همه قطعات مصرفی تازه تعویض شده
سر شاسی جلو ترک جزئی داره 
شاسی عقب پلمپ 
مصرف کننده هستم",passenger_car,1.3 لیتر,4 سیلندر یورو4 بهینه (M13),13.4 ثانیه,"245,000,000"
ب ام و، X3,2014,"76,000 km",اتوماتیک,,مشکی,موکا,بدون رنگ,,crossover,,,,"5,500,000,000"
برلیانس، H330,1396,"96,000 km",اتوماتیک,6.7 لیتر در صد کیلومتر,قهوه ای,کرم,یک لکه رنگ,,passenger_car,1.5 لیتر,4 سیلندر (BM15L),14 ثانیه,"660,000,000"
پژو، 206,1392,"370,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,خاکستری,بدون رنگ,"کارکرد واقعی
کیلومتر واقعی
۴حلقه لاستیک نو
۵ ماه بیمه",hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"390,000,000"
تویوتا، اف جی کروز,2011,"150,000 km",اتوماتیک,12.4 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,,suv,4 لیتر,6 سیلندر,8 ثانیه,"8,300,000,000"
پژو، 206,1396,"131,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,یک لکه رنگ,"دوتیکه رنگ جزئی ک یه سرگلگیر ۳۰ سانت 
زیر درب عقب شاگرد هم ۳۰ سانت",hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"450,000,000"
دنا، معمولی,1395,"185,000 km",دنده ای,7.7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,مشین سالم خوش رخ با بیمه یکساله لاستیک های جلو ۱۰۰ عقب ۸۰ دیسک و صفحه و تسمه تایم باتری دسته موتور باتری وروغن تازه تعویض  شیشه برقی و صندلی برقی سالم  مونیتور لمسی و بلندگوها سالم شیشه دودی,passenger_car,1.7 لیتر,4 سیلندر EF7,13.5 ثانیه,"510,000,000"
پراید، 131,1390,"152,000 km",دنده ای,6.7 لیتر در صد کیلومتر,نوک مدادی,خاکستری,بدون رنگ,"•بدون  تصادف
•موتور و گیربکس سالم
•فنی بسیار سالم و آماده به کار
 با خریدار واقعی کنار میام",passenger_car,1.3 لیتر,4 سیلندر یورو3 (M13),13.8 ثانیه,"235,000,000"
ام وی ام، 315هاچ بک,1395,"246,000 km",دنده ای,6.3 لیتر در صد کیلومتر,آبی,مشکی,بدون رنگ,,hatchback,1.5 لیتر,4 سیلندر,11.8 ثانیه,"315,000,000"
سمند، X7,1383,"520,000 km",دنده ای,,نقره ای,کرم,کامل رنگ,,passenger_car,,,,"217,000,000"
مزدا، 3 نیو صندوق دار,1390,"195,000 km",اتوماتیک,7.6 لیتر در صد کیلومتر,نقره ای,مشکی,بدون رنگ,"فول صندوقدار  سالم 
ماشین در حد 
 کار واقعی،داخل کابین بسیار تمیز و درجه یک 
۱۰ ایربگ 
مشتری واقعی لطفا فقط تماس بگیرید",passenger_car,2 لیتر,4 سیلندر,9.2 ثانیه,"1,350,000,000"
کوییک، دنده ای S,1402,"27,000 km",دنده ای,7.1 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,سلامت... همراه با روکش صندلی سه بُعدی,hatchback,1.5 لیتر,4 سیلندر M15,13 ثانیه,"390,000,000"
لکسوس، NX,2017,"140,000 km",اتوماتیک,7.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,بسیار تمیز فول ۷ کلید عمان,crossover,2 لیتر,4 سیلندر توربوشارژ,7.2 ثانیه,"8,700,000,000"
کارا، تک کابین,1397,"69,000 km",دنده ای,8.8 لیتر در صد کیلومتر,نوک مدادی,مشکی,بدون رنگ,,pickup,2 لیتر,4 سیلندر یورو پنج (DAE481Q),14 ثانیه,"470,000,000"
پژو، 405,1391,"154,000 km",دنده ای,7.5 لیتر در صد کیلومتر,نقره ای,کرم,صافکاری بدون رنگ,"موتوری وفنی به شرط کم کارکرد به شرط کارشناسی 
مدل۹۱خط وخش جزیی، کل ماشین به اندازه کف دست رنگ داره به شرط کارشناسی فروش فوری",passenger_car,1.6 لیتر,4 سیلندر TU5,13.2 ثانیه,"352,000,000"
تویوتا، راوفور,2017,"108,000 km",اتوماتیک,8.1 لیتر در صد کیلومتر,مشکی,مارون,صافکاری بدون رنگ,,crossover,2.5 لیتر,4 سیلندر,9.7 ثانیه,"5,800,000,000"
پژو، 206,1400,"77,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,بدنه خودروطبق کارشناسی رنگ معتبر  می باشد.شاسی عقب وجلوسالم.کارکردواقعی-فنی سالم.بیمه تا۱۴۰۳ ۹ ۱۰ دارای چهارحلقه لاستیک نو,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"505,000,000"
تویوتا، کمری,2008,"270,000 km",اتوماتیک,8.2 لیتر در صد کیلومتر,مشکی,کرم,بدون رنگ, خودرو فوق بدون آفتاب سوختگی و کیلر پریدگی  موتور پلمپ به شرط کارشناسی تمامیه لوازم مصرفی تعویض شده  مدارک کامل و اماده انتقال,passenger_car,2.4 لیتر,4 سیلندر,10.5 ثانیه,"1,630,000,000"
